rank,item,repo_name,stars,forks,language,repo_url,username,issues,last_commit,description
21,Ruby,setup,19531,1586,Ruby,https://github.com/lewagon/setup,lewagon,0,2026-01-16T13:26:59Z,Setup instructions for Le Wagon's students on their first day of AI Software Development Bootcamp
22,Ruby,postal,16433,1226,Ruby,https://github.com/postalserver/postal,postalserver,45,2026-04-06T02:19:01Z,📮 A fully featured open source mail delivery platform for incoming & outgoing e-mail
23,Ruby,spree,15319,5243,Ruby,https://github.com/spree/spree,spree,75,2026-04-05T19:48:23Z,Open-source commerce platform for fast growing businesses and enterprises. Supports complex commerce scenarios natively - from B2B wholesale to multi-vendor marketplace to global multi-region or multi-tenant ecommerce.
24,Ruby,homebrew-core,15195,13481,Ruby,https://github.com/Homebrew/homebrew-core,Homebrew,7,2026-04-06T04:03:18Z,🍻 Default formulae for the missing package manager for macOS (or Linux)
25,Ruby,CocoaPods,14808,2684,Ruby,https://github.com/CocoaPods/CocoaPods,CocoaPods,777,2026-03-09T01:04:51Z,The Cocoa Dependency Manager.
26,Ruby,openproject,14762,3175,Ruby,https://github.com/opf/openproject,opf,0,2026-04-06T04:05:07Z,OpenProject is the leading open source project management software.
27,Ruby,quine-relay,14462,569,Ruby,https://github.com/mame/quine-relay,mame,16,2025-10-24T15:12:43Z,An uroboros program with 100+ programming languages
28,Ruby,gollum,14247,1562,Ruby,https://github.com/gollum/gollum,gollum,71,2025-11-24T22:15:31Z,"A simple, Git-powered wiki with a local frontend and support for many kinds of markup and content."
29,Ruby,awesome-stock-resources,14083,804,Ruby,https://github.com/neutraltone/awesome-stock-resources,neutraltone,28,2026-02-11T22:01:53Z,":city_sunrise: A collection of links for free stock photography, video and Illustration websites"
30,Ruby,kamal,13994,691,Ruby,https://github.com/basecamp/kamal,basecamp,69,2026-04-02T07:39:27Z,Deploy web apps anywhere.
31,Ruby,diaspora,13811,2887,Ruby,https://github.com/diaspora/diaspora,diaspora,410,2026-04-02T19:19:17Z,"A privacy-aware, distributed, open source social network."
32,Ruby,fluentd,13517,1384,Ruby,https://github.com/fluent/fluentd,fluent,134,2026-04-05T09:22:23Z,Fluentd: Unified Logging Layer (project under CNCF)
33,Ruby,tmuxinator,13510,624,Ruby,https://github.com/tmuxinator/tmuxinator,tmuxinator,98,2026-03-26T01:06:00Z,Manage complex tmux sessions easily
34,Ruby,sidekiq,13505,2473,Ruby,https://github.com/sidekiq/sidekiq,sidekiq,36,2026-03-31T23:20:49Z,"Simple, efficient background processing for Ruby"
35,Ruby,linguist,13397,5103,Ruby,https://github.com/github-linguist/linguist,github-linguist,173,2026-03-18T15:06:01Z,"Language Savant. If your repository's language is being reported incorrectly, send us a pull request!"
36,Ruby,capistrano,12929,1755,Ruby,https://github.com/capistrano/capistrano,capistrano,57,2026-04-03T01:04:13Z,"A deployment automation tool built on Ruby, Rake, and SSH."
37,Ruby,rubocop,12843,3105,Ruby,https://github.com/rubocop/rubocop,rubocop,107,2026-04-05T05:22:20Z,"A Ruby static code analyzer and formatter, based on the community Ruby style guide."
38,Ruby,sinatra,12423,2064,Ruby,https://github.com/sinatra/sinatra,sinatra,26,2026-03-02T10:56:21Z,Classy web-development dressed in a DSL (official / canonical repo)
39,Ruby,ubicloud,11985,555,Ruby,https://github.com/ubicloud/ubicloud,ubicloud,10,2026-04-04T07:08:21Z,"Open source alternative to AWS. Elastic compute, block storage (non replicated), firewall and load balancer, managed Postgres, K8s, AI inference, and IAM services."
40,Ruby,liquid,11759,1513,Ruby,https://github.com/Shopify/liquid,Shopify,324,2026-04-06T04:01:33Z,"Liquid markup language. Safe, customer facing template language for flexible web apps. "
41,Ruby,docuseal,11684,1010,Ruby,https://github.com/docusealco/docuseal,docusealco,96,2026-03-30T12:13:21Z,"Open source DocuSign alternative. Create, fill, and sign digital documents ✍️"
42,Ruby,faker,11613,3174,Ruby,https://github.com/faker-ruby/faker,faker-ruby,14,2026-04-04T18:12:36Z,"A library for generating fake data such as names, addresses, and phone numbers."
43,Ruby,remote-working,11508,887,Ruby,https://github.com/greatghoul/remote-working,greatghoul,1,2026-04-01T13:05:45Z,收集整理远程工作相关的资料
44,Ruby,fpm,11451,1068,Ruby,https://github.com/jordansissel/fpm,jordansissel,706,2026-03-16T21:25:26Z,"Effing package management! Build packages for multiple platforms (deb, rpm, etc) with great ease and sanity."
45,Ruby,Learning-SICP,11253,1534,Ruby,https://github.com/DeathKing/Learning-SICP,DeathKing,1,2023-09-27T09:43:25Z,MIT视频公开课《计算机程序的构造和解释》中文化项目及课程学习资料搜集。
46,Ruby,capybara,10148,1470,Ruby,https://github.com/teamcapybara/capybara,teamcapybara,23,2025-11-24T14:46:55Z,Acceptance test framework for web applications
47,Ruby,grape,9984,1227,Ruby,https://github.com/ruby-grape/grape,ruby-grape,222,2026-04-06T01:35:20Z,An opinionated framework for creating REST-like APIs in Ruby.
48,Ruby,activeadmin,9680,3329,Ruby,https://github.com/activeadmin/activeadmin,activeadmin,4,2026-04-01T19:26:17Z,The administration framework for Ruby on Rails applications.
49,Ruby,wpscan,9532,1334,Ruby,https://github.com/wpscanteam/wpscan,wpscanteam,59,2026-02-16T11:37:37Z,WPScan WordPress security scanner. Written for security professionals and blog maintainers to test the security of their WordPress websites. Contact us via contact@wpscan.com
50,Ruby,guides,9525,1359,Ruby,https://github.com/thoughtbot/guides,thoughtbot,1,2026-03-31T13:38:09Z,A guide for programming in style.
51,Ruby,resque,9476,1661,Ruby,https://github.com/resque/resque,resque,70,2026-02-27T15:23:40Z,"Resque is a Redis-backed Ruby library for creating background jobs, placing them on multiple queues, and processing them later."
52,Ruby,how-to-contribute-to-open-source,9321,1870,Ruby,https://github.com/freeCodeCamp/how-to-contribute-to-open-source,freeCodeCamp,39,2025-05-30T18:26:34Z,A guide to contributing to open source
53,Ruby,octopress,9265,2570,Ruby,https://github.com/imathis/octopress,imathis,174,2024-03-29T12:47:20Z,Octopress is an obsessively designed framework for Jekyll blogging. It’s easy to configure and easy to deploy. Sweet huh?
54,Ruby,bourbon,9028,864,Ruby,https://github.com/thoughtbot/bourbon,thoughtbot,0,2024-09-13T18:28:12Z,A Lightweight Sass Tool Set
55,Ruby,paperclip,9017,2413,Ruby,https://github.com/thoughtbot/paperclip,thoughtbot,39,2023-07-13T17:57:58Z,Easy file attachment management for ActiveRecord
56,Ruby,whenever,8870,722,Ruby,https://github.com/javan/whenever,javan,71,2026-03-02T03:08:54Z,Cron jobs in Ruby
57,Ruby,pghero,8830,476,Ruby,https://github.com/ankane/pghero,ankane,10,2026-04-04T19:51:09Z,A performance dashboard for Postgres
58,Ruby,gumroad,8824,1841,Ruby,https://github.com/antiwork/gumroad,antiwork,12,2026-04-05T23:58:07Z,Sell stuff and see what sticks
59,Ruby,carrierwave,8775,1651,Ruby,https://github.com/carrierwaveuploader/carrierwave,carrierwaveuploader,52,2026-01-10T09:07:14Z,"Classier solution for file uploads for Rails, Sinatra and other Ruby web frameworks"
60,Ruby,kaminari,8671,1074,Ruby,https://github.com/kaminari/kaminari,kaminari,50,2026-02-20T00:33:30Z,"⚡ A Scope & Engine based, clean, powerful, customizable and sophisticated paginator for Ruby webapps"
61,Ruby,dawarich,8593,264,Ruby,https://github.com/Freika/dawarich,Freika,131,2026-04-01T22:23:39Z,Your favorite self-hostable alternative to Google Timeline (Google Location History)
62,Ruby,pundit,8494,643,Ruby,https://github.com/varvet/pundit,varvet,9,2026-03-16T10:04:41Z,Minimal authorization through OO design and pure Ruby classes
63,Ruby,chef,8340,2524,Ruby,https://github.com/chef/chef,chef,330,2026-04-06T01:43:00Z,"Chef Infra, a powerful automation platform that transforms infrastructure into code automating how infrastructure is configured, deployed and managed across any environment, at any scale"
64,Ruby,factory_bot,8330,2570,Ruby,https://github.com/thoughtbot/factory_bot,thoughtbot,64,2026-03-27T21:49:34Z,A library for setting up Ruby objects as test data.
65,Ruby,simple_form,8221,1306,Ruby,https://github.com/heartcombo/simple_form,heartcombo,24,2026-04-01T23:20:59Z,"Forms made easy for Rails! It's tied to a simple DSL, with no opinion on markup."
66,Ruby,community,8166,3495,Ruby,https://github.com/community/community,community,0,2026-04-01T20:24:17Z,"Public feedback discussions for: GitHub Mobile, GitHub Discussions, GitHub Codespaces, GitHub Sponsors, GitHub Issues and more!"
67,Ruby,omniauth,8065,975,Ruby,https://github.com/omniauth/omniauth,omniauth,83,2026-02-27T14:56:33Z,OmniAuth is a flexible authentication system utilizing Rack middleware.
68,Ruby,rails_admin,7962,2252,Ruby,https://github.com/railsadminteam/rails_admin,railsadminteam,198,2025-09-14T08:02:22Z,RailsAdmin is a Rails engine that provides an easy-to-use interface for managing your data
69,Ruby,puma,7890,1476,Ruby,https://github.com/puma/puma,puma,66,2026-03-31T22:34:51Z,A Ruby/Rack web server built for parallelism
70,Ruby,puppet,7824,2211,Ruby,https://github.com/puppetlabs/puppet,puppetlabs,56,2026-03-16T11:58:10Z,Server automation framework and application
71,Ruby,scientist,7703,492,Ruby,https://github.com/github/scientist,github,9,2025-11-24T02:03:19Z,:microscope: A Ruby library for carefully refactoring critical paths.
72,Ruby,github-changelog-generator,7529,847,Ruby,https://github.com/github-changelog-generator/github-changelog-generator,github-changelog-generator,123,2026-03-18T00:32:15Z,"Automatically generate change log from your tags, issues, labels and pull requests on GitHub."
73,Ruby,fizzy,7516,1073,Ruby,https://github.com/basecamp/fizzy,basecamp,6,2026-04-03T20:25:10Z,Kanban as it should be. Not as it has been.
74,Ruby,jazzy,7377,413,Ruby,https://github.com/realm/jazzy,realm,72,2026-01-15T12:05:31Z,Soulful docs for Swift & Objective-C
75,Ruby,bullet,7310,453,Ruby,https://github.com/flyerhzm/bullet,flyerhzm,0,2026-03-17T12:38:24Z,help to kill N+1 queries and unused eager loading
76,Ruby,brakeman,7212,761,Ruby,https://github.com/presidentbeef/brakeman,presidentbeef,99,2026-02-27T01:33:21Z,A static analysis security vulnerability scanner for Ruby on Rails applications
77,Ruby,middleman,7111,755,Ruby,https://github.com/middleman/middleman,middleman,9,2026-04-02T18:55:33Z,Hand-crafted frontend development
78,Ruby,paper_trail,6994,910,Ruby,https://github.com/paper-trail-gem/paper_trail,paper-trail-gem,8,2025-10-24T08:55:19Z,Track changes to your rails models
79,Ruby,dotfiles,6976,1369,Ruby,https://github.com/skwp/dotfiles,skwp,1,2026-01-17T23:37:39Z,"YADR - The best vim,git,zsh plugins and the cleanest vimrc you've ever seen"
80,Ruby,nodejs-learning-guide,6892,1210,Ruby,https://github.com/chyingp/nodejs-learning-guide,chyingp,3,2023-08-22T05:55:31Z,"Nodejs学习笔记以及经验总结，公众号""程序猿小卡"""
81,Ruby,better_errors,6876,436,Ruby,https://github.com/BetterErrors/better_errors,BetterErrors,50,2024-07-09T08:00:44Z,Better error page for Rack apps
82,Ruby,pry,6820,607,Ruby,https://github.com/pry/pry,pry,109,2026-03-02T03:40:39Z,A runtime developer console and IRB alternative with powerful introspection capabilities.
83,Ruby,mailcatcher,6749,607,Ruby,https://github.com/sj26/mailcatcher,sj26,29,2024-05-25T04:47:59Z,Catches mail and serves it through a dream.
84,Ruby,dotenv,6736,514,Ruby,https://github.com/bkeepers/dotenv,bkeepers,11,2025-12-03T16:27:28Z,A Ruby gem to load environment variables from `.env`. 
85,Ruby,searchkick,6709,765,Ruby,https://github.com/ankane/searchkick,ankane,3,2026-02-19T02:06:23Z,Intelligent search made easy
86,Ruby,guard,6624,487,Ruby,https://github.com/guard/guard,guard,64,2026-02-02T11:47:38Z,Guard is a command line tool to easily handle events on file system modifications.
87,Ruby,css-only-chat,6592,268,Ruby,https://github.com/kkuchta/css-only-chat,kkuchta,7,2023-09-08T09:40:31Z,A truly monstrous async web chat using no JS whatsoever on the frontend
88,Ruby,chartkick,6524,562,Ruby,https://github.com/ankane/chartkick,ankane,6,2026-03-31T19:05:22Z,Create beautiful JavaScript charts with one line of Ruby
89,Ruby,canvas-lms,6520,2898,Ruby,https://github.com/instructure/canvas-lms,instructure,413,2026-04-04T01:40:58Z,"The open LMS by Instructure, Inc."
90,Ruby,lolcat,6517,232,Ruby,https://github.com/busyloop/lolcat,busyloop,28,2024-03-05T16:19:55Z,Rainbows and unicorns!
91,Ruby,WhatWeb,6480,977,Ruby,https://github.com/urbanadventurer/WhatWeb,urbanadventurer,41,2026-04-02T15:43:24Z,Next generation web scanner
92,Ruby,geocoder,6441,1200,Ruby,https://github.com/alexreisner/geocoder,alexreisner,44,2026-03-28T00:56:26Z,Complete Ruby geocoding solution.
93,Ruby,hanami,6364,546,Ruby,https://github.com/hanami/hanami,hanami,24,2026-03-27T03:15:05Z,A flexible framework for maintainable Ruby apps
94,Ruby,friendly_id,6226,591,Ruby,https://github.com/norman/friendly_id,norman,26,2026-02-12T19:36:05Z,FriendlyId is the “Swiss Army bulldozer” of slugging and permalink plugins for ActiveRecord. It allows you to create pretty URL’s and work with human-friendly strings as if they were numeric ids for ActiveRecord models.
95,Ruby,cancan,6225,773,Ruby,https://github.com/ryanb/cancan,ryanb,200,2021-12-11T21:39:34Z,Authorization Gem for Ruby on Rails.
96,Ruby,foreman,6142,629,Ruby,https://github.com/ddollar/foreman,ddollar,53,2025-07-27T10:04:03Z,Manage Procfile-based applications
97,Ruby,synx,6064,266,Ruby,https://github.com/venmo/synx,venmo,51,2019-07-18T23:40:39Z,A command-line tool that reorganizes your Xcode project folder to match your Xcode groups
98,Ruby,vcr,6042,505,Ruby,https://github.com/vcr/vcr,vcr,78,2026-03-19T07:43:43Z,"Record your test suite's HTTP interactions and replay them during future test runs for fast, deterministic, accurate tests."
99,Ruby,dnsmasq-china-list,6025,940,Ruby,https://github.com/felixonmars/dnsmasq-china-list,felixonmars,27,2026-04-02T12:55:40Z,Chinese-specific configuration to improve your favorite DNS server. Best partner for chnroutes.
100,Ruby,markup,6021,3373,Ruby,https://github.com/github/markup,github,27,2026-03-31T20:05:02Z,Determines which markup library to use to render a content file (e.g. README) on GitHub
1,Rust,claw-code,171337,103872,Rust,https://github.com/ultraworkers/claw-code,ultraworkers,0,2026-04-06T02:00:34Z,The repo is finally unlocked. enjoy the party! The fastest repo in history to surpass 100K stars ⭐. Join Discord: https://discord.gg/5TUQKqFWd Built in Rust using oh-my-codex.
2,Rust,rust,111729,14778,Rust,https://github.com/rust-lang/rust,rust-lang,11226,2026-04-06T04:02:54Z,Empowering everyone to build reliable and efficient software.
3,Rust,rustdesk,110690,16563,Rust,https://github.com/rustdesk/rustdesk,rustdesk,67,2026-04-04T14:54:13Z,"An open-source remote desktop application designed for self-hosting, as an alternative to TeamViewer."
4,Rust,deno,106469,5993,Rust,https://github.com/denoland/deno,denoland,2112,2026-04-05T16:00:42Z,A modern runtime for JavaScript and TypeScript.
5,Rust,tauri,104987,3494,Rust,https://github.com/tauri-apps/tauri,tauri-apps,1271,2026-04-04T11:08:52Z,"Build smaller, faster, and more secure desktop and mobile applications with a web frontend."
6,Rust,uv,82680,2908,Rust,https://github.com/astral-sh/uv,astral-sh,2366,2026-04-06T03:02:01Z,"An extremely fast Python package and project manager, written in Rust."
7,Rust,zed,78544,7704,Rust,https://github.com/zed-industries/zed,zed-industries,2692,2026-04-06T02:36:28Z,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter."
8,Rust,union,74170,3873,Rust,https://github.com/unionlabs/union,unionlabs,128,2026-04-01T13:13:17Z,"The trust-minimized, zero-knowledge bridging protocol, designed for censorship resistance, extremely high security, and usage in decentralized finance."
9,Rust,codex,73342,10305,Rust,https://github.com/openai/codex,openai,2105,2026-04-06T03:55:23Z,Lightweight coding agent that runs in your terminal
10,Rust,alacritty,63252,3398,Rust,https://github.com/alacritty/alacritty,alacritty,324,2026-04-02T21:20:54Z,"A cross-platform, OpenGL terminal emulator."
11,Rust,rustlings,62397,11170,Rust,https://github.com/rust-lang/rustlings,rust-lang,49,2026-03-30T15:36:16Z,:crab: Small exercises to get you used to reading and writing Rust code!
12,Rust,ripgrep,61938,2459,Rust,https://github.com/BurntSushi/ripgrep,BurntSushi,107,2026-02-27T16:25:19Z,ripgrep recursively searches directories for a regex pattern while respecting your gitignore
13,Rust,sway,61816,5425,Rust,https://github.com/FuelLabs/sway,FuelLabs,849,2026-04-03T18:07:58Z,🌴 Empowering everyone to build reliable and efficient smart contracts.
14,Rust,bat,57982,1498,Rust,https://github.com/sharkdp/bat,sharkdp,313,2026-04-02T18:44:29Z,A cat(1) clone with wings.
15,Rust,vaultwarden,57976,2673,Rust,https://github.com/dani-garcia/vaultwarden,dani-garcia,12,2026-04-05T20:43:59Z,"Unofficial Bitwarden compatible server written in Rust, formerly known as bitwarden_rs"
16,Rust,fuel-core,57207,2866,Rust,https://github.com/FuelLabs/fuel-core,FuelLabs,158,2026-04-05T00:34:53Z,Rust full node implementation of the Fuel v2 protocol.
17,Rust,meilisearch,56974,2483,Rust,https://github.com/meilisearch/meilisearch,meilisearch,233,2026-04-03T14:41:49Z,A lightning-fast search engine API bringing AI-powered hybrid search to your sites and applications.
18,Rust,awesome-rust,56583,3272,Rust,https://github.com/rust-unofficial/awesome-rust,rust-unofficial,10,2026-04-03T18:54:30Z,A curated list of Rust code and resources.
19,Rust,starship,55900,2450,Rust,https://github.com/starship/starship,starship,784,2026-04-06T01:27:13Z,"☄🌌️  The minimal, blazing-fast, and infinitely customizable prompt for any shell!"
20,Rust,ChatGPT,54352,6183,Rust,https://github.com/lencx/ChatGPT,lencx,891,2024-08-29T17:58:11Z,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)"
21,Rust,typst,52461,1529,Rust,https://github.com/typst/typst,typst,1128,2026-04-02T15:42:25Z,A markup-based typesetting system that is powerful and easy to learn.
22,Rust,Pake,47583,9462,Rust,https://github.com/tw93/Pake,tw93,1,2026-04-05T01:34:47Z,🤱🏻 Turn any webpage into a desktop app with one command.
23,Rust,ruff,46860,1987,Rust,https://github.com/astral-sh/ruff,astral-sh,1639,2026-04-06T02:16:56Z,"An extremely fast Python linter and code formatter, written in Rust."
24,Rust,RuView,45823,6176,Rust,https://github.com/ruvnet/RuView,ruvnet,13,2026-04-06T00:43:16Z,"π RuView: WiFi DensePose turns commodity WiFi signals into real-time human pose estimation, vital sign monitoring, and presence detection — all without a single pixel of video. "
25,Rust,bevy,45450,4491,Rust,https://github.com/bevyengine/bevy,bevyengine,2680,2026-04-05T17:11:11Z,A refreshingly simple data-driven game engine built in Rust
26,Rust,helix,43784,3397,Rust,https://github.com/helix-editor/helix,helix-editor,1016,2026-04-05T13:47:08Z,A post-modern modal text editor.
27,Rust,fuels-rs,43306,1361,Rust,https://github.com/FuelLabs/fuels-rs,FuelLabs,50,2026-04-05T13:50:53Z,Fuel Network Rust SDK
28,Rust,fd,42351,1025,Rust,https://github.com/sharkdp/fd,sharkdp,134,2026-04-04T05:44:14Z,"A simple, fast and user-friendly alternative to 'find'"
29,Rust,hyperswitch,41766,4583,Rust,https://github.com/juspay/hyperswitch,juspay,965,2026-04-06T03:44:05Z,"An open source payments switch written in Rust to make payments fast, reliable and affordable"
30,Rust,cc-switch,39359,2462,Rust,https://github.com/farion1231/cc-switch,farion1231,357,2026-04-05T15:38:46Z,"A cross-platform desktop All-in-One assistant tool for Claude Code, Codex, OpenCode, openclaw & Gemini CLI."
31,Rust,nushell,38920,2088,Rust,https://github.com/nushell/nushell,nushell,1443,2026-04-06T00:14:03Z,A new type of shell
32,Rust,lapce,38265,1244,Rust,https://github.com/lapce/lapce,lapce,812,2026-04-06T00:52:46Z,Lightning-fast and Powerful Code Editor written in Rust
33,Rust,polars,37991,2729,Rust,https://github.com/pola-rs/polars,pola-rs,2485,2026-04-05T12:31:25Z,"Extremely fast Query Engine for DataFrames, written in Rust"
34,Rust,spacedrive,37672,1255,Rust,https://github.com/spacedriveapp/spacedrive,spacedriveapp,15,2026-04-05T04:35:25Z,"Spacedrive is an open source cross-platform file explorer, powered by a virtual distributed filesystem written in Rust."
35,Rust,goose,37171,3568,Rust,https://github.com/block/goose,block,207,2026-04-06T03:28:30Z,"an open source, extensible AI agent that goes beyond code suggestions - install, execute, edit, and test with any LLM"
36,Rust,servo,36199,3571,Rust,https://github.com/servo/servo,servo,2848,2026-04-06T03:40:22Z,"Servo aims to empower developers with a lightweight, high-performance alternative for embedding web technologies in applications."
37,Rust,yazi,36012,800,Rust,https://github.com/sxyazi/yazi,sxyazi,47,2026-04-05T07:05:19Z,"💥 Blazing fast terminal file manager written in Rust, based on async I/O."
38,Rust,dioxus,35555,1614,Rust,https://github.com/DioxusLabs/dioxus,DioxusLabs,609,2026-04-03T22:51:43Z,"Fullstack app framework for web, desktop, and mobile."
39,Rust,zoxide,35256,763,Rust,https://github.com/ajeetdsouza/zoxide,ajeetdsouza,123,2026-03-23T22:20:25Z,A smarter cd command. Supports all major shells.
40,Rust,firecracker,33474,2332,Rust,https://github.com/firecracker-microvm/firecracker,firecracker-microvm,51,2026-04-02T16:23:27Z,Secure and fast microVMs for serverless computing.
41,Rust,swc,33340,1380,Rust,https://github.com/swc-project/swc,swc-project,383,2026-04-04T06:28:50Z,Rust-based platform for the Web
42,Rust,tabby,33302,1720,Rust,https://github.com/TabbyML/tabby,TabbyML,241,2026-03-02T20:08:28Z,Self-hosted AI coding assistant
43,Rust,sniffnet,33168,1219,Rust,https://github.com/GyulyVGC/sniffnet,GyulyVGC,47,2026-04-05T13:27:42Z,Comfortably monitor your Internet traffic 🕵️‍♂️
44,Rust,fish-shell,33059,2268,Rust,https://github.com/fish-shell/fish-shell,fish-shell,493,2026-04-05T05:20:20Z,The user-friendly command line shell.
45,Rust,comprehensive-rust,32821,1995,Rust,https://github.com/google/comprehensive-rust,google,121,2026-04-01T12:53:09Z,This is the Rust course used by the Android team at Google. It provides you the material to quickly teach Rust.
46,Rust,just,32619,712,Rust,https://github.com/casey/just,casey,289,2026-04-05T05:40:48Z,🤖 Just a command runner
47,Rust,yew,32511,1457,Rust,https://github.com/yewstack/yew,yewstack,85,2026-04-06T02:24:27Z,Rust / Wasm framework for creating reliable and efficient web applications
48,Rust,linera-protocol,32144,2336,Rust,https://github.com/linera-io/linera-protocol,linera-io,557,2026-04-05T09:46:09Z,Main repository for the Linera protocol
49,Rust,surrealdb,31766,1220,Rust,https://github.com/surrealdb/surrealdb,surrealdb,635,2026-04-04T08:22:13Z,"A scalable, distributed, collaborative, document-graph database, for the realtime web"
50,Rust,tokio,31554,2987,Rust,https://github.com/tokio-rs/tokio,tokio-rs,328,2026-04-04T19:46:10Z,"A runtime for writing reliable asynchronous applications with Rust. Provides I/O, networking, scheduling, timers, ..."
51,Rust,influxdb,31371,3703,Rust,https://github.com/influxdata/influxdb,influxdata,2046,2026-04-02T12:16:51Z,"Scalable datastore for metrics, events, and real-time analytics"
52,Rust,zellij,31081,1090,Rust,https://github.com/zellij-org/zellij,zellij-org,1385,2026-04-03T08:24:20Z,A terminal workspace with batteries included
53,Rust,rust-course,30210,2567,Rust,https://github.com/sunface/rust-course,sunface,67,2026-03-12T15:34:50Z,什么？你敢放心的把后背交给 AI? 我赌你不敢，那就来学学 AI 时代最安全的语言吧(Python无法战胜！)。本书拥有全面且深入的讲解、生动贴切的示例、德芙般丝滑的内容，这可能是目前最用心的 Rust 中文学习教程 / Book 
54,Rust,turborepo,30129,2309,Rust,https://github.com/vercel/turborepo,vercel,32,2026-04-05T22:55:40Z,"Build system optimized for JavaScript and TypeScript, written in Rust"
55,Rust,iced,30079,1543,Rust,https://github.com/iced-rs/iced,iced-rs,343,2026-04-04T02:08:16Z,"A cross-platform GUI library for Rust, inspired by Elm"
56,Rust,qdrant,30051,2148,Rust,https://github.com/qdrant/qdrant,qdrant,404,2026-04-06T01:24:02Z,"Qdrant - High-performance, massive-scale Vector Database and Vector Search Engine for the next generation of AI. Also available in the cloud https://cloud.qdrant.io/"
57,Rust,delta,29909,490,Rust,https://github.com/dandavison/delta,dandavison,289,2026-03-28T20:15:33Z,"A syntax-highlighting pager for git, diff, grep, and blame output"
58,Rust,zeroclaw,29531,4221,Rust,https://github.com/zeroclaw-labs/zeroclaw,zeroclaw-labs,128,2026-04-06T04:05:10Z,"Fast, small, and fully autonomous AI personal assistant infrastructure, ANY OS, ANY PLATFORM — deploy anywhere, swap anything 🦀"
59,Rust,atuin,28982,819,Rust,https://github.com/atuinsh/atuin,atuinsh,397,2026-04-04T03:00:39Z,✨ Making your shell magical
60,Rust,egui,28650,1998,Rust,https://github.com/emilk/egui,emilk,906,2026-04-04T14:21:56Z,egui: an easy-to-use immediate mode GUI in Rust that runs on both web and native
61,Rust,hyperfine,27819,460,Rust,https://github.com/sharkdp/hyperfine,sharkdp,50,2026-02-14T13:01:55Z,A command-line benchmarking tool
62,Rust,Antigravity-Manager,27798,3034,Rust,https://github.com/lbjlaq/Antigravity-Manager,lbjlaq,1595,2026-03-25T12:42:52Z,Professional Antigravity Account Manager & Switcher. One-click seamless account switching for Antigravity Tools. Built with Tauri v2 + React (Rust).专业的 Antigravity 账号管理与切换工具。为 Antigravity 提供一键无缝账号切换功能。
63,Rust,jj,27583,996,Rust,https://github.com/jj-vcs/jj,jj-vcs,742,2026-04-05T23:34:47Z,A Git-compatible VCS that is both simple and powerful
64,Rust,agent-browser,27458,1657,Rust,https://github.com/vercel-labs/agent-browser,vercel-labs,186,2026-04-05T20:38:49Z,Browser automation CLI for AI agents
65,Rust,anki,27264,2892,Rust,https://github.com/ankitects/anki,ankitects,280,2026-04-03T16:59:19Z,Anki is a smart spaced repetition flashcard program
66,Rust,chroma,27187,2174,Rust,https://github.com/chroma-core/chroma,chroma-core,261,2026-04-06T02:12:18Z,Data infrastructure for AI
67,Rust,mise,26414,1016,Rust,https://github.com/jdx/mise,jdx,0,2026-04-06T03:20:22Z,"dev tools, env vars, task runner"
68,Rust,pingora,26348,1609,Rust,https://github.com/cloudflare/pingora,cloudflare,170,2026-04-03T20:59:51Z,"A library for building fast, reliable and evolvable network services."
69,Rust,Rocket,25710,1633,Rust,https://github.com/rwf2/Rocket,rwf2,59,2025-12-28T18:27:39Z,A web framework for Rust.
70,Rust,Rust,25626,2541,Rust,https://github.com/TheAlgorithms/Rust,TheAlgorithms,2,2026-03-31T21:21:16Z, All Algorithms implemented in Rust 
71,Rust,axum,25525,1367,Rust,https://github.com/tokio-rs/axum,tokio-rs,49,2026-04-03T06:49:50Z,HTTP routing and request-handling library for Rust that focuses on ergonomics and modularity
72,Rust,fhevm,25413,2057,Rust,https://github.com/zama-ai/fhevm,zama-ai,18,2026-04-05T10:45:52Z,"FHEVM, a full-stack framework for integrating Fully Homomorphic Encryption (FHE) with blockchain applications"
73,Rust,wezterm,25321,1332,Rust,https://github.com/wezterm/wezterm,wezterm,1441,2026-04-01T00:54:15Z,A GPU-accelerated cross-platform terminal emulator and multiplexer written by @wez and implemented in Rust
74,Rust,Graphite,24993,1142,Rust,https://github.com/GraphiteEditor/Graphite,GraphiteEditor,369,2026-04-05T21:48:56Z,"Open source comprehensive 2D content creation tool suite for graphic design, digital art, and interactive real-time motion graphics — featuring node-based procedural editing"
75,Rust,difftastic,24923,461,Rust,https://github.com/Wilfred/difftastic,Wilfred,234,2026-03-25T23:50:27Z,a structural diff that understands syntax 🟥🟩
76,Rust,fnm,24896,619,Rust,https://github.com/Schniz/fnm,Schniz,143,2026-04-03T13:24:10Z,"🚀 Fast and simple Node.js version manager, built in Rust"
77,Rust,tree-sitter,24505,2545,Rust,https://github.com/tree-sitter/tree-sitter,tree-sitter,113,2026-04-05T11:27:19Z,An incremental parsing system for programming tools
78,Rust,actix-web,24501,1856,Rust,https://github.com/actix/actix-web,actix,170,2026-04-06T00:26:21Z,"Actix Web is a powerful, pragmatic, and extremely fast web framework for Rust."
